"literal","code","standard","contributor"
"telefonreparator","85630","Telephone and Telegraph Mechanic","Edvinsson, Soren & Westberg, Annika"
"telereparator","85630","Telephone and Telegraph Mechanic","Edvinsson, Soren & Westberg, Annika"
"rorledningsentreprenor","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"rorl�ggare","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"rormontor","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"rorinstallator","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"rorarbetare","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"rorledningsarbetare","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"rorverksarbetare","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"rorl�ggningsarbetare","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"karosserimontor","87370","Vehicle SheetMetal Worker","Edvinsson, Soren & Westberg, Annika"
"j�rnv�gsmontor","87440","Constructional Steel Erector","Edvinsson, Soren & Westberg, Annika"
"forbl�sare","89120","Glass Blower","Edvinsson, Soren & Westberg, Annika"
"gravor","89420","Glass Engraver","Edvinsson, Soren & Westberg, Annika"
"gravorarbetare","89420","Glass Engraver","Edvinsson, Soren & Westberg, Annika"
"gummireparator","90190","Other Rubber and Plastics Products Makers (except Tire Makers and Tire Vulcanisers)","Edvinsson, Soren & Westberg, Annika"
"vulkanisor","90230","Tire Moulder","Edvinsson, Soren & Westberg, Annika"
"boktryckerikonstforvanten","92110","Printer, General","Edvinsson, Soren & Westberg, Annika"
"konstforvant","92110","Printer, General","Edvinsson, Soren & Westberg, Annika"
"tryckerikonstforvant","92110","Printer, General","Edvinsson, Soren & Westberg, Annika"
"kurirforvant","92110","Printer, General","Edvinsson, Soren & Westberg, Annika"
"kuristforvant","92110","Printer, General","Edvinsson, Soren & Westberg, Annika"
"sokande m�larm�stare","93120","Building Painter","Edvinsson, Soren & Westberg, Annika"
"forrymd m�lare","93120","Building Painter","Edvinsson, Soren & Westberg, Annika"
"rodf�rgare","93120","Building Painter","Edvinsson, Soren & Westberg, Annika"
"forgyllare","93920","BrushPainter (except Construction)","Edvinsson, Soren & Westberg, Annika"
"dekorator","93920","BrushPainter (except Construction)","Edvinsson, Soren & Westberg, Annika"
"forgylleriarbetare","93920","BrushPainter (except Construction)","Edvinsson, Soren & Westberg, Annika"
"byggnadsmontor","95000","Bricklayers, Carpenters and Other Construction Workers","Edvinsson, Soren & Westberg, Annika"
"snickarforman","95410","Carpenter, General","Edvinsson, Soren & Westberg, Annika"
"sokande snickare","95410","Carpenter, General","Edvinsson, Soren & Westberg, Annika"
"gipsrorare","95510","Plasterer, General","Edvinsson, Soren & Westberg, Annika"
"overmaskinist","96910","Stationary Engine Operator, General","Edvinsson, Soren & Westberg, Annika"
"maskinforare","96910","Stationary Engine Operator, General","Edvinsson, Soren & Westberg, Annika"
"maskinskotare","96910","Stationary Engine Operator, General","Edvinsson, Soren & Westberg, Annika"
"lastningsforman","97125","Loader of Ship, Truck, Wagon or Airplane","Edvinsson, Soren & Westberg, Annika"
"forr�dsman","97145","Warehouse Porter","Edvinsson, Soren & Westberg, Annika"
"forr�dsbitr�de","97145","Warehouse Porter","Edvinsson, Soren & Westberg, Annika"
"forr�dsarbetare","97145","Warehouse Porter","Edvinsson, Soren & Westberg, Annika"
"oltappare","97152","Packer, Hand or Machine","Edvinsson, Soren & Westberg, Annika"
"br�dstottare","97190","Other Dockers and Freight Handlers","Edvinsson, Soren & Westberg, Annika"
"gr�vmaskinforare","97420","ExcavatingMachine Operator","Edvinsson, Soren & Westberg, Annika"
"sjofellow","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"sjoman","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"sjokarl","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"kofferdisjoman","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"sjofarare","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"tobakssjoman","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"sjomatros","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"engelsk sjoman","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"finsk sjoman","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"holl�ndsk sjoman","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"sjogosse","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"sjon","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"andre klass sjoman","98140","Ordinary Seaman","Edvinsson, Soren & Westberg, Annika"
"b�tforare","98190","Other Ships Deck Ratings, Barge Crews and Boatmen","Edvinsson, Soren & Westberg, Annika"
"lokforman","98320","Railway Engine Driver","Edvinsson, Soren & Westberg, Annika"
"lokforare","98320","Railway Engine Driver","Edvinsson, Soren & Westberg, Annika"
"lokomotivforare","98320","Railway Engine Driver","Edvinsson, Soren & Westberg, Annika"
"�ngloksforare","98320","Railway Engine Driver","Edvinsson, Soren & Westberg, Annika"
"utkorare","98500","MotorVehicle Drivers","Edvinsson, Soren & Westberg, Annika"
"chauffor","98500","MotorVehicle Drivers","Edvinsson, Soren & Westberg, Annika"
"bilforare","98500","MotorVehicle Drivers","Edvinsson, Soren & Westberg, Annika"
"automobilforare","98500","MotorVehicle Drivers","Edvinsson, Soren & Westberg, Annika"
"motorbilsforare","98500","MotorVehicle Drivers","Edvinsson, Soren & Westberg, Annika"
"motorforare","98500","MotorVehicle Drivers","Edvinsson, Soren & Westberg, Annika"
"bussforare","98540","Motor Bus Driver","Edvinsson, Soren & Westberg, Annika"
"omnibuschauffor","98540","Motor Bus Driver","Edvinsson, Soren & Westberg, Annika"
"busschauffor","98540","Motor Bus Driver","Edvinsson, Soren & Westberg, Annika"
"lastbilschauffor","98555","Lorry and Van Driver (Local or LongDistance Transport)","Edvinsson, Soren & Westberg, Annika"
"traktorforare","98590","Other MotorVehicle Drivers","Edvinsson, Soren & Westberg, Annika"
"skjutsentrepenor","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"j�rnkorare","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"g�rdskorare","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"diligensforare","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"monsterkusk","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"kordr�ng","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"kopparkorare","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"korkarl","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"korare","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"korsvenn","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"olkorare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"olutkorare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"olb�rare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"olutb�rare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"mjolkutkorare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"slakteriutkorare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"brodutkorare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"forsvarslos arbetare","99900","Worker, No Further Information","Edvinsson, Soren & Westberg, Annika"
"slogdr�ng","99910","Labourer","Edvinsson, Soren & Westberg, Annika"
"arbetare i domkyrkoforsamlingen","99910","Labourer","Edvinsson, Soren & Westberg, Annika"
"forsvarslos inhyses","99920","DayLabourer","Edvinsson, Soren & Westberg, Annika"
"los arbetare","99920","DayLabourer","Edvinsson, Soren & Westberg, Annika"
"daglonare","99920","DayLabourer","Edvinsson, Soren & Westberg, Annika"
"los dagkarl","99920","DayLabourer","Edvinsson, Soren & Westberg, Annika"
"los arbeterska","99920","DayLabourer","Edvinsson, Soren & Westberg, Annika"
"o brukare","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"hofenkopare","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"parfymor","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"malmsokare","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"etsforman","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"skeppsforev","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"tullbesokare","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"instruktor","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"karlsform","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"eldsforman","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"�forman","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"hemslojdare","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"bonhas","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"forste redningskarl","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"kulkvarnsskotare","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"bjornvaktare","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"korpertor","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"sorlerare","99999","Unspecified worktitle or several titles","Edvinsson, Soren & Westberg, Annika"
"vagbyggnadsingenjor","2230","Highway and Street Construction Engineer","Edvinsson, Soren & Westberg, Annika"
"jarnvagsingenjor","2240","Railway Construction Engineer","Edvinsson, Soren & Westberg, Annika"
"forste kommissionslantmatare","3020","Land Surveyor","Edvinsson, Soren & Westberg, Annika"
"forste landtmatare","3020","Land Surveyor","Edvinsson, Soren & Westberg, Annika"
"forste lantmatare","3020","Land Surveyor","Edvinsson, Soren & Westberg, Annika"
"overlantmatare","3020","Land Surveyor","Edvinsson, Soren & Westberg, Annika"
"overlakare","6100","Medical Doctor, Specialisation Unknown","Edvinsson, Soren & Westberg, Annika"
"forsta stadslakare","6105","General Physician","Edvinsson, Soren & Westberg, Annika"
"overfaltlakare","6190","Other Medical Doctors","Edvinsson, Soren & Westberg, Annika"
"kungens trotjanare hogadle","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"tjanstforrattande kyrkovard","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"forg�ngssvarfar","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"forg�ngsagare","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"forg�ngsdrang","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"fodor�dsagare","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"fralseforg�ngsman","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"fordelsagarinna","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"fordelsagare","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"forg�ngsanka","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"arevordig","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"tomt forlifsfader","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"hogarevordig och hogvallard","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"tjanstgorande","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"tjansteforrattande","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"tjanstlos","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"hogadle","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"hogvalborne herr","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"konungens fortjanare","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"valforst�ndig","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"forrattar","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"hogarevordig","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"ovriga arebeteckningar","-1","Missing, no title","Edvinsson, Soren & Westberg, Annika"
"overhusmastare","12000","Jurist, Specialization Unknown","Edvinsson, Soren & Westberg, Annika"
"vice haradshovding","12210","Judge","Edvinsson, Soren & Westberg, Annika"
"haradshovding","12210","Judge","Edvinsson, Soren & Westberg, Annika"
"overlarare","13000","Teacher, Level and Subject Unknown","Edvinsson, Soren & Westberg, Annika"
"skollararinna for baptistlarar","13000","Teacher, Level and Subject Unknown","Edvinsson, Soren & Westberg, Annika"
"ovningslarare","13000","Teacher, Level and Subject Unknown","Edvinsson, Soren & Westberg, Annika"
"los larare","13000","Teacher, Level and Subject Unknown","Edvinsson, Soren & Westberg, Annika"
"folkhogskolelarare","13200","Secondary Education Teacher, Subject Unknown","Edvinsson, Soren & Westberg, Annika"
"skolkokslarare","13275","Domestic Science and General Nursing Teacher","Edvinsson, Soren & Westberg, Annika"
"skolkokslararinna","13275","Domestic Science and General Nursing Teacher","Edvinsson, Soren & Westberg, Annika"
"slojdlarare","13280","Technical Education Teacher (Second Level)","Edvinsson, Soren & Westberg, Annika"
"slojdskolelarare","13280","Technical Education Teacher (Second Level)","Edvinsson, Soren & Westberg, Annika"
"slojdlararinna","13280","Technical Education Teacher (Second Level)","Edvinsson, Soren & Westberg, Annika"
"forelasare","13990","Other Teachers","Edvinsson, Soren & Westberg, Annika"
"fralsningslojtnant","14120","Minister of Religion","Edvinsson, Soren & Westberg, Annika"
"sjomansmissionar","14130","Missionary","Edvinsson, Soren & Westberg, Annika"
"sondagskolmissionar","14990","Other Workers in Religion","Edvinsson, Soren & Westberg, Annika"
"traskulptor","16120","Sculptor","Edvinsson, Soren & Westberg, Annika"
"kommunalnamndsordforande","20110","Legislative Official","Edvinsson, Soren & Westberg, Annika"
"kommunalstammoordforande","20110","Legislative Official","Edvinsson, Soren & Westberg, Annika"
"overbefalhavare","20210","Government Administrator","Edvinsson, Soren & Westberg, Annika"
"overhovjagmastare","20210","Government Administrator","Edvinsson, Soren & Westberg, Annika"
"overhovstallmastare","20210","Government Administrator","Edvinsson, Soren & Westberg, Annika"
"fangelsedirektor","20210","Government Administrator","Edvinsson, Soren & Westberg, Annika"
"kladesfabrikor","21110","General Manager","Edvinsson, Soren & Westberg, Annika"
"laderfabrikor","21110","General Manager","Edvinsson, Soren & Westberg, Annika"
"sorfors bruks agare","21110","General Manager","Edvinsson, Soren & Westberg, Annika"
"fargerifabrikor","21110","General Manager","Edvinsson, Soren & Westberg, Annika"
"fargfabrikor","21110","General Manager","Edvinsson, Soren & Westberg, Annika"
"verkstallande direktor","21110","General Manager","Edvinsson, Soren & Westberg, Annika"
"laskedrycksfabrikor","21220","Production Manager (except Farm)","Edvinsson, Soren & Westberg, Annika"
"bruksforrattare","21220","Production Manager (except Farm)","Edvinsson, Soren & Westberg, Annika"
"tvattforest�ndare","21220","Production Manager (except Farm)","Edvinsson, Soren & Westberg, Annika"
"tradg�rdsdirektor","21230","Farm Manager","Edvinsson, Soren & Westberg, Annika"
"overjagmastare","21230","Farm Manager","Edvinsson, Soren & Westberg, Annika"
"overjagare","21230","Farm Manager","Edvinsson, Soren & Westberg, Annika"
"overbyggmastare","21240","Contractor","Edvinsson, Soren & Westberg, Annika"
"vardshusforest�ndare","21430","Restaurant Manager","Edvinsson, Soren & Westberg, Annika"
"overbanmastare","21960","Transport Operations Managers","Edvinsson, Soren & Westberg, Annika"
"jarnvagsforman","22230","Railway Service Supervisor","Edvinsson, Soren & Westberg, Annika"
"kordrangsforman","22250","Road Transport Service Supervisor","Edvinsson, Soren & Westberg, Annika"
"vagforman","22290","Other Transport and Communications Supervisors","Edvinsson, Soren & Westberg, Annika"
"trasliperiforman","22610","Production Supervisor or Foreman, General","Edvinsson, Soren & Westberg, Annika"
"rornatsforman","22680","Supervisor and General Foreman (Man. and Distribution of Electricity, Gas and Water)","Edvinsson, Soren & Westberg, Annika"
"bradforman","22690","Other Production Supervisors and General Foremen","Edvinsson, Soren & Westberg, Annika"
"bradg�rdsforman","22690","Other Production Supervisors and General Foremen","Edvinsson, Soren & Westberg, Annika"
"tjanstgorande kronotjansteman","31000","Government Executive Official, Specialisation Unknown","Edvinsson, Soren & Westberg, Annika"
"tillforordnad haradsskrivare","31030","Tax Assessor","Edvinsson, Soren & Westberg, Annika"
"sjotullvaktmastare","31040","Customs officer","Edvinsson, Soren & Westberg, Annika"
"rakneskapsforare","33110","Bookkeeper, General","Edvinsson, Soren & Westberg, Annika"
"jarnvagskassor","33135","Cashier, Office or Cash Desk","Edvinsson, Soren & Westberg, Annika"
"vaxelforest�ndare","38020","Telephone Switchboard Operator","Edvinsson, Soren & Westberg, Annika"
"traexportor","41020","Working Proprietor (Wholesale Trade)","Edvinsson, Soren & Westberg, Annika"
"travaruexportor","41020","Working Proprietor (Wholesale Trade)","Edvinsson, Soren & Westberg, Annika"
"forsaljningschef","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"handelsforsal.","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"karamellforsaljare","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"vastgotahandlare","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"brodforsaljare","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"kritforsaljare","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"mjolkforsaljare","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"mjolkforsaljerska","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"forsaljare","41025","Working Proprietor (Wholesale or Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"affarsforest�ndare","41030","Working Proprietor (Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"kvastforsaljare","41030","Working Proprietor (Retail Trade)","Edvinsson, Soren & Westberg, Annika"
"trauppkopare","42220","Buyer","Edvinsson, Soren & Westberg, Annika"
"bilforsaljare","43120","Technical Salesman","Edvinsson, Soren & Westberg, Annika"
"reseforsaljare","43200","Commercial Travellers and Manufacturers Agents","Edvinsson, Soren & Westberg, Annika"
"forsakringsinspektor","44120","Insurance Salesman","Edvinsson, Soren & Westberg, Annika"
"livforsakringsinspektor","44120","Insurance Salesman","Edvinsson, Soren & Westberg, Annika"
"livforsakringsagent","44120","Insurance Salesman","Edvinsson, Soren & Westberg, Annika"
"smidesforsaljare","45125","Salesperson, Wholesale or Retail Trade","Edvinsson, Soren & Westberg, Annika"
"konstforsaljare","45130","Retail Trade Salesperson","Edvinsson, Soren & Westberg, Annika"
"blomforsaljerska","45130","Retail Trade Salesperson","Edvinsson, Soren & Westberg, Annika"
"konfektforsaljare","45130","Retail Trade Salesperson","Edvinsson, Soren & Westberg, Annika"
"kopmansbitrade","45130","Retail Trade Salesperson","Edvinsson, Soren & Westberg, Annika"
"los handelsbitrade","45130","Retail Trade Salesperson","Edvinsson, Soren & Westberg, Annika"
"massforest�ndarinna","45150","Demonstrator","Edvinsson, Soren & Westberg, Annika"
"kallarerestaurator","51030","Working Proprietor (Restaurant)","Edvinsson, Soren & Westberg, Annika"
"olforsaljare","51050","Working Proprietor (Café, Bar and Snack Bar)","Edvinsson, Soren & Westberg, Annika"
"koksmastare","53120","Head Cook","Edvinsson, Soren & Westberg, Annika"
"kaffeforsaljerska","53290","Other Waiters, Bartenders and Related Workers","Edvinsson, Soren & Westberg, Annika"
"tjanstefroken","54010","Domestic Servant, General","Edvinsson, Soren & Westberg, Annika"
"koksbitrade","54020","House Servant","Edvinsson, Soren & Westberg, Annika"
"sjovaktmastare","55130","Janitor","Edvinsson, Soren & Westberg, Annika"
"sjohusvaktmastare","55130","Janitor","Edvinsson, Soren & Westberg, Annika"
"dodgravare","55140","Verger","Edvinsson, Soren & Westberg, Annika"
"frisormastare","57025","Womens or Mens Hairdresser","Edvinsson, Soren & Westberg, Annika"
"frisorbitrade","57025","Womens or Mens Hairdresser","Edvinsson, Soren & Westberg, Annika"
"tjanstgorande kronofjardingsman","58220","Policeman and other Maintainers of Law and Order (except Military)","Edvinsson, Soren & Westberg, Annika"
"tillforordnad fjardingsman","58220","Policeman and other Maintainers of Law and Order (except Military)","Edvinsson, Soren & Westberg, Annika"
"premiarlojtnant","58320","Officer","Edvinsson, Soren & Westberg, Annika"
"faltforv","58330","NonCommissioned Officer","Edvinsson, Soren & Westberg, Annika"
"svardsmedaljor","58330","NonCommissioned Officer","Edvinsson, Soren & Westberg, Annika"
"forstarkningskarl","58340","Other Military Ranks","Edvinsson, Soren & Westberg, Annika"
"lejd forstarkningskarl","58340","Other Military Ranks","Edvinsson, Soren & Westberg, Annika"
"forstarkningsman","58340","Other Military Ranks","Edvinsson, Soren & Westberg, Annika"
"landsforstarkningskarl","58340","Other Military Ranks","Edvinsson, Soren & Westberg, Annika"
"skoterskebitrade","59940","Nursing Aid","Edvinsson, Soren & Westberg, Annika"
"sjukskoterskebitrade","59940","Nursing Aid","Edvinsson, Soren & Westberg, Annika"
"forlaningsjordagare","61110","General Farmer","Edvinsson, Soren & Westberg, Annika"
"prastbordsforest�ndare","61110","General Farmer","Edvinsson, Soren & Westberg, Annika"
"forpantningsagare","61115","Small Subsistence Farmer (Husbandman)","Edvinsson, Soren & Westberg, Annika"
"fordrang","62105","FarmWorker, General","Edvinsson, Soren & Westberg, Annika"
"los drang","62105","FarmWorker, General","Edvinsson, Soren & Westberg, Annika"
"forste drang","62105","FarmWorker, General","Edvinsson, Soren & Westberg, Annika"
"forrymd drang","62105","FarmWorker, General","Edvinsson, Soren & Westberg, Annika"
"forsvarslos drang","62105","FarmWorker, General","Edvinsson, Soren & Westberg, Annika"
"londrang","62105","FarmWorker, General","Edvinsson, Soren & Westberg, Annika"
"sjalvforsvars drang","62105","FarmWorker, General","Edvinsson, Soren & Westberg, Annika"
"tjanstlos drang","62105","FarmWorker, General","Edvinsson, Soren & Westberg, Annika"
"sjalvforsvars piga","62120","Farm Servant","Edvinsson, Soren & Westberg, Annika"
"hastskotare","62460","Horse Worker","Edvinsson, Soren & Westberg, Annika"
"oxskotardrang","62510","Dairy Farm Worker, General","Edvinsson, Soren & Westberg, Annika"
"honsdrang","62610","Poultry Farm Worker, General","Edvinsson, Soren & Westberg, Annika"
"tradg�rdsskotare","62700","Nursery Workers and Gardeners","Edvinsson, Soren & Westberg, Annika"
"sekatormastare","62740","Gardener","Edvinsson, Soren & Westberg, Annika"
"gordelmakardrang","72590","Other Metal Moulders and Core Makers","Edvinsson, Soren & Westberg, Annika"
"forste s�gstallare","73210","Sawyer, General","Edvinsson, Soren & Westberg, Annika"
"trojvavare","75432","Cotton Weaver (Hand or Machine)","Edvinsson, Soren & Westberg, Annika"
"snorbitrade","75922","Braid Maker (Hand or Machine)","Edvinsson, Soren & Westberg, Annika"
"mjolnarmastare","77120","Grain Miller","Edvinsson, Soren & Westberg, Annika"
"vaderkvarnsmjolnare","77120","Grain Miller","Edvinsson, Soren & Westberg, Annika"
"mjolnardrang","77120","Grain Miller","Edvinsson, Soren & Westberg, Annika"
"molledrang","77120","Grain Miller","Edvinsson, Soren & Westberg, Annika"
"forsvarslos skraddare","79100","Tailor, Specialisation Unknown","Edvinsson, Soren & Westberg, Annika"
"sommerskebitrade","79100","Tailor, Specialisation Unknown","Edvinsson, Soren & Westberg, Annika"
"korsnar","79220","Fur Tailor","Edvinsson, Soren & Westberg, Annika"
"korsnararbetare","79220","Fur Tailor","Edvinsson, Soren & Westberg, Annika"
"kladsommerska","79510","Hand and Machine Sewer, General","Edvinsson, Soren & Westberg, Annika"
"slojdmastare","81000","Woodworker, Specialisation Unknown","Edvinsson, Soren & Westberg, Annika"
"slojddrang","81000","Woodworker, Specialisation Unknown","Edvinsson, Soren & Westberg, Annika"
"forsvarslos smedsdrang","83100","Blacksmiths, Hammersmiths and ForgingPress Operators","Edvinsson, Soren & Westberg, Annika"
"sokande smedsmastare","83110","Blacksmith, General","Edvinsson, Soren & Westberg, Annika"
"los smedsdrang","83110","Blacksmith, General","Edvinsson, Soren & Westberg, Annika"
"forrackare","83190","Other Blacksmiths, Hammersmiths and ForgingPress Operators","Edvinsson, Soren & Westberg, Annika"
"hjalpmontor","84100","Machinery Fitters and Machine Assemblers","Edvinsson, Soren & Westberg, Annika"
"troskverksbyggmastare","84160","Agricultural Machinery FitterAssembler","Edvinsson, Soren & Westberg, Annika"
"jarnvagsreparator","84390","Other MotorVehicle Mechanics","Edvinsson, Soren & Westberg, Annika"
"rorlaggare","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"rorlaggningsarbetare","87105","Plumber, General","Edvinsson, Soren & Westberg, Annika"
"jarnvagsmontor","87440","Constructional Steel Erector","Edvinsson, Soren & Westberg, Annika"
"sokande m�larmastare","93120","Building Painter","Edvinsson, Soren & Westberg, Annika"
"rodfargare","93120","Building Painter","Edvinsson, Soren & Westberg, Annika"
"forr�dsbitrade","97145","Warehouse Porter","Edvinsson, Soren & Westberg, Annika"
"bradstottare","97190","Other Dockers and Freight Handlers","Edvinsson, Soren & Westberg, Annika"
"gravmaskinforare","97420","ExcavatingMachine Operator","Edvinsson, Soren & Westberg, Annika"
"hollandsk sjoman","98135","Seaman, Able or Ordinary","Edvinsson, Soren & Westberg, Annika"
"jarnkorare","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"kordrang","98620","AnimalDrawn Vehicle Driver (Road)","Edvinsson, Soren & Westberg, Annika"
"olbarare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"olutbarare","98990","Other Transport Equipment Operators","Edvinsson, Soren & Westberg, Annika"
"slogdrang","99910","Labourer","Edvinsson, Soren & Westberg, Annika"
"angbatsbef�lhavare","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"angbatskapten","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"angfartygsbef�lhavare","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"sagbatskapten","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"batskeppare","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"angbatsskeppare","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"batbef�lhavare","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"angbatsf�rare","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"pramskeppare","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
"angslupsbefh","4217","Ships Master (Sea or Inland Waterways)","Edvinsson, S�ren & Westberg, Annika"
